<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
02/08/17,20:36:00,59660.0000000,59674.0000000,59656.0000000,59674.0000000,3228
02/08/17,20:37:00,59674.0000000,59679.0000000,59674.0000000,59679.0000000,214
02/08/17,20:38:00,59680.0000000,59685.0000000,59677.0000000,59683.0000000,751
02/08/17,20:39:00,59683.0000000,59687.0000000,59669.0000000,59677.0000000,4834
02/08/17,20:40:00,59678.0000000,59678.0000000,59670.0000000,59674.0000000,745
02/08/17,20:41:00,59674.0000000,59680.0000000,59667.0000000,59671.0000000,1425
02/08/17,20:42:00,59670.0000000,59688.0000000,59669.0000000,59676.0000000,714
02/08/17,20:43:00,59678.0000000,59684.0000000,59670.0000000,59676.0000000,624
02/08/17,20:44:00,59678.0000000,59686.0000000,59669.0000000,59685.0000000,276
02/08/17,20:45:00,59686.0000000,59692.0000000,59681.0000000,59683.0000000,393
02/08/17,20:46:00,59682.0000000,59684.0000000,59669.0000000,59678.0000000,454
02/08/17,20:47:00,59676.0000000,59680.0000000,59674.0000000,59679.0000000,165
02/08/17,20:48:00,59678.0000000,59682.0000000,59676.0000000,59679.0000000,173
02/08/17,20:49:00,59678.0000000,59680.0000000,59671.0000000,59671.0000000,107
02/08/17,20:50:00,59671.0000000,59682.0000000,59670.0000000,59681.0000000,362
02/08/17,20:51:00,59683.0000000,59698.0000000,59683.0000000,59684.0000000,521
02/08/17,20:52:00,59686.0000000,59690.0000000,59679.0000000,59684.0000000,308
02/08/17,20:53:00,59684.0000000,59691.0000000,59684.0000000,59684.0000000,49
02/08/17,20:54:00,59686.0000000,59690.0000000,59686.0000000,59690.0000000,103
02/08/17,20:55:00,59689.0000000,59717.0000000,59688.0000000,59710.0000000,1534
02/08/17,20:56:00,59710.0000000,59714.0000000,59705.0000000,59713.0000000,845
02/08/17,20:57:00,59711.0000000,59714.0000000,59710.0000000,59710.0000000,135
02/08/17,20:58:00,59710.0000000,59717.0000000,59710.0000000,59717.0000000,155
02/08/17,20:59:00,59717.0000000,59719.0000000,59704.0000000,59706.0000000,528
02/08/17,21:00:00,59704.0000000,59713.0000000,59703.0000000,59713.0000000,309
02/08/17,21:01:00,59711.0000000,59727.0000000,59702.0000000,59726.0000000,1233
02/08/17,21:02:00,59727.0000000,59730.0000000,59706.0000000,59717.0000000,1067
02/08/17,21:03:00,59718.0000000,59722.0000000,59714.0000000,59714.0000000,190
02/08/17,21:04:00,59717.0000000,59720.0000000,59708.0000000,59713.0000000,264
02/08/17,21:05:00,59714.0000000,59715.0000000,59707.0000000,59712.0000000,114
02/08/17,21:06:00,59711.0000000,59717.0000000,59703.0000000,59716.0000000,228
02/08/17,21:07:00,59716.0000000,59718.0000000,59707.0000000,59707.0000000,210
02/08/17,21:08:00,59705.0000000,59715.0000000,59705.0000000,59712.0000000,64
02/08/17,21:09:00,59712.0000000,59714.0000000,59708.0000000,59709.0000000,45
02/08/17,21:10:00,59708.0000000,59709.0000000,59703.0000000,59709.0000000,525
02/08/17,21:11:00,59706.0000000,59710.0000000,59702.0000000,59710.0000000,104
02/08/17,21:12:00,59706.0000000,59708.0000000,59703.0000000,59705.0000000,119
02/08/17,21:13:00,59705.0000000,59715.0000000,59704.0000000,59712.0000000,179
02/08/17,21:14:00,59710.0000000,59712.0000000,59708.0000000,59710.0000000,80
02/08/17,21:15:00,59710.0000000,59718.0000000,59704.0000000,59712.0000000,201
02/08/17,21:16:00,59710.0000000,59710.0000000,59701.0000000,59705.0000000,376
02/08/17,21:17:00,59704.0000000,59711.0000000,59703.0000000,59710.0000000,183
02/08/17,21:18:00,59705.0000000,59712.0000000,59705.0000000,59709.0000000,84
02/08/17,21:19:00,59709.0000000,59714.0000000,59709.0000000,59713.0000000,77
02/08/17,21:20:00,59710.0000000,59733.0000000,59706.0000000,59722.0000000,1798
02/08/17,21:21:00,59723.0000000,59735.0000000,59722.0000000,59729.0000000,656
02/08/17,21:22:00,59729.0000000,59730.0000000,59720.0000000,59722.0000000,448
02/08/17,21:23:00,59722.0000000,59728.0000000,59718.0000000,59724.0000000,217
02/08/17,21:24:00,59726.0000000,59727.0000000,59719.0000000,59720.0000000,126
02/08/17,21:25:00,59724.0000000,59724.0000000,59709.0000000,59718.0000000,334
02/08/17,21:26:00,59718.0000000,59724.0000000,59717.0000000,59721.0000000,152
02/08/17,21:27:00,59721.0000000,59731.0000000,59720.0000000,59730.0000000,1048
02/08/17,21:28:00,59730.0000000,59735.0000000,59728.0000000,59734.0000000,300
02/08/17,21:29:00,59732.0000000,59743.0000000,59732.0000000,59738.0000000,1143
02/08/17,21:30:00,59737.0000000,59737.0000000,59722.0000000,59722.0000000,886
02/08/17,21:31:00,59722.0000000,59729.0000000,59712.0000000,59724.0000000,544
02/08/17,21:32:00,59725.0000000,59725.0000000,59718.0000000,59718.0000000,168
02/08/17,21:33:00,59718.0000000,59729.0000000,59718.0000000,59722.0000000,196
02/08/17,21:34:00,59722.0000000,59732.0000000,59712.0000000,59724.0000000,454
02/08/17,21:35:00,59724.0000000,59760.0000000,59715.0000000,59752.0000000,4259
02/08/17,21:36:00,59754.0000000,59758.0000000,59741.0000000,59744.0000000,314
02/08/17,21:37:00,59745.0000000,59797.0000000,59742.0000000,59769.0000000,4487
02/08/17,21:38:00,59772.0000000,59782.0000000,59769.0000000,59775.0000000,752
02/08/17,21:39:00,59778.0000000,59778.0000000,59764.0000000,59768.0000000,648
02/08/17,21:40:00,59768.0000000,59776.0000000,59767.0000000,59772.0000000,275
02/08/17,21:41:00,59774.0000000,59778.0000000,59767.0000000,59772.0000000,327
02/08/17,21:42:00,59770.0000000,59771.0000000,59766.0000000,59767.0000000,278
02/08/17,21:43:00,59768.0000000,59773.0000000,59762.0000000,59772.0000000,445
02/08/17,21:44:00,59772.0000000,59778.0000000,59770.0000000,59773.0000000,145
02/08/17,21:45:00,59774.0000000,59779.0000000,59770.0000000,59774.0000000,1297
02/08/17,21:46:00,59776.0000000,59776.0000000,59758.0000000,59762.0000000,1050
02/08/17,21:47:00,59761.0000000,59766.0000000,59759.0000000,59762.0000000,332
02/08/17,21:48:00,59761.0000000,59769.0000000,59760.0000000,59764.0000000,505
02/08/17,21:49:00,59763.0000000,59787.0000000,59762.0000000,59779.0000000,1259
02/08/17,21:50:00,59781.0000000,59784.0000000,59773.0000000,59774.0000000,423
02/08/17,21:51:00,59776.0000000,59779.0000000,59776.0000000,59776.0000000,328
02/08/17,21:52:00,59776.0000000,59787.0000000,59776.0000000,59781.0000000,326
02/08/17,21:53:00,59785.0000000,59788.0000000,59781.0000000,59784.0000000,327
02/08/17,21:54:00,59784.0000000,59789.0000000,59780.0000000,59789.0000000,568
02/08/17,21:55:00,59788.0000000,59790.0000000,59777.0000000,59780.0000000,756
02/08/17,21:56:00,59783.0000000,59783.0000000,59772.0000000,59778.0000000,435
02/08/17,21:57:00,59778.0000000,59781.0000000,59775.0000000,59780.0000000,294
02/08/17,21:58:00,59780.0000000,59787.0000000,59780.0000000,59786.0000000,123
02/08/17,21:59:00,59786.0000000,59787.0000000,59781.0000000,59785.0000000,292
02/08/17,22:00:00,59785.0000000,59789.0000000,59782.0000000,59789.0000000,727
02/08/17,22:01:00,59786.0000000,59790.0000000,59776.0000000,59785.0000000,801
02/08/17,22:02:00,59786.0000000,59787.0000000,59780.0000000,59781.0000000,250
02/08/17,22:03:00,59782.0000000,59782.0000000,59773.0000000,59775.0000000,306
02/08/17,22:04:00,59775.0000000,59790.0000000,59767.0000000,59789.0000000,2135
02/08/17,22:05:00,59789.0000000,59790.0000000,59779.0000000,59785.0000000,611
02/08/17,22:06:00,59786.0000000,59787.0000000,59783.0000000,59785.0000000,110
02/08/17,22:07:00,59785.0000000,59786.0000000,59778.0000000,59778.0000000,175
02/08/17,22:08:00,59777.0000000,59787.0000000,59775.0000000,59785.0000000,246
02/08/17,22:09:00,59784.0000000,59786.0000000,59780.0000000,59781.0000000,137
02/08/17,22:10:00,59785.0000000,59787.0000000,59768.0000000,59777.0000000,947
02/08/17,22:11:00,59778.0000000,59778.0000000,59775.0000000,59776.0000000,100
02/08/17,22:12:00,59775.0000000,59778.0000000,59769.0000000,59772.0000000,147
02/08/17,22:13:00,59775.0000000,59783.0000000,59767.0000000,59777.0000000,412
02/08/17,22:14:00,59778.0000000,59797.0000000,59776.0000000,59786.0000000,1416
02/08/17,22:15:00,59783.0000000,59786.0000000,59770.0000000,59779.0000000,796
02/08/17,22:16:00,59777.0000000,59786.0000000,59777.0000000,59780.0000000,96
02/08/17,22:17:00,59780.0000000,59788.0000000,59777.0000000,59781.0000000,262
02/08/17,22:18:00,59782.0000000,59785.0000000,59781.0000000,59781.0000000,82
02/08/17,22:19:00,59782.0000000,59786.0000000,59774.0000000,59775.0000000,172
02/08/17,22:20:00,59775.0000000,59788.0000000,59775.0000000,59786.0000000,1025
02/08/17,22:21:00,59784.0000000,59785.0000000,59781.0000000,59784.0000000,83
02/08/17,22:22:00,59783.0000000,59785.0000000,59783.0000000,59785.0000000,22
02/08/17,22:23:00,59786.0000000,59786.0000000,59769.0000000,59779.0000000,685
02/08/17,22:24:00,59782.0000000,59782.0000000,59773.0000000,59774.0000000,414
02/08/17,22:25:00,59774.0000000,59776.0000000,59751.0000000,59758.0000000,3114
02/08/17,22:26:00,59758.0000000,59766.0000000,59755.0000000,59763.0000000,527
02/08/17,22:27:00,59760.0000000,59771.0000000,59750.0000000,59769.0000000,1184
02/08/17,22:28:00,59767.0000000,59776.0000000,59765.0000000,59775.0000000,446
02/08/17,22:29:00,59774.0000000,59780.0000000,59770.0000000,59780.0000000,160
02/08/17,22:30:00,59779.0000000,59779.0000000,59767.0000000,59772.0000000,380
02/08/17,22:31:00,59770.0000000,59777.0000000,59770.0000000,59771.0000000,224
02/08/17,22:32:00,59773.0000000,59773.0000000,59762.0000000,59767.0000000,174
02/08/17,22:33:00,59766.0000000,59780.0000000,59766.0000000,59772.0000000,522
02/08/17,22:34:00,59776.0000000,59776.0000000,59769.0000000,59771.0000000,77
02/08/17,22:35:00,59772.0000000,59775.0000000,59766.0000000,59772.0000000,295
02/08/17,22:36:00,59772.0000000,59773.0000000,59769.0000000,59773.0000000,21
02/08/17,22:37:00,59772.0000000,59773.0000000,59768.0000000,59771.0000000,30
02/08/17,22:38:00,59770.0000000,59772.0000000,59770.0000000,59771.0000000,36
02/08/17,22:39:00,59769.0000000,59771.0000000,59766.0000000,59768.0000000,133
02/08/17,22:40:00,59770.0000000,59771.0000000,59766.0000000,59766.0000000,38
02/08/17,22:41:00,59766.0000000,59772.0000000,59766.0000000,59770.0000000,45
02/08/17,22:42:00,59772.0000000,59773.0000000,59769.0000000,59769.0000000,68
02/08/17,22:43:00,59772.0000000,59772.0000000,59761.0000000,59762.0000000,312
02/08/17,22:44:00,59763.0000000,59770.0000000,59762.0000000,59767.0000000,128
02/08/17,22:45:00,59769.0000000,59774.0000000,59762.0000000,59772.0000000,493
02/08/17,22:46:00,59773.0000000,59776.0000000,59773.0000000,59775.0000000,97
02/08/17,22:47:00,59775.0000000,59783.0000000,59775.0000000,59781.0000000,201
02/08/17,22:48:00,59781.0000000,59785.0000000,59781.0000000,59784.0000000,282
02/08/17,22:49:00,59784.0000000,59784.0000000,59779.0000000,59779.0000000,509
02/08/17,22:50:00,59779.0000000,59779.0000000,59770.0000000,59771.0000000,155
02/08/17,22:51:00,59774.0000000,59776.0000000,59758.0000000,59765.0000000,818
02/08/17,22:52:00,59765.0000000,59771.0000000,59763.0000000,59770.0000000,173
02/08/17,22:53:00,59770.0000000,59770.0000000,59762.0000000,59768.0000000,89
02/08/17,22:54:00,59764.0000000,59769.0000000,59762.0000000,59767.0000000,157
02/08/17,22:55:00,59767.0000000,59768.0000000,59761.0000000,59763.0000000,252
02/08/17,22:56:00,59763.0000000,59771.0000000,59761.0000000,59768.0000000,163
02/08/17,22:57:00,59768.0000000,59769.0000000,59763.0000000,59768.0000000,68
02/08/17,22:58:00,59768.0000000,59769.0000000,59765.0000000,59766.0000000,51
02/08/17,22:59:00,59765.0000000,59769.0000000,59763.0000000,59763.0000000,186
02/08/17,23:00:00,59764.0000000,59767.0000000,59755.0000000,59757.0000000,823
02/08/17,23:01:00,59760.0000000,59764.0000000,59755.0000000,59759.0000000,294
02/08/17,23:02:00,59762.0000000,59767.0000000,59760.0000000,59763.0000000,519
02/08/17,23:03:00,59763.0000000,59767.0000000,59762.0000000,59765.0000000,150
02/08/17,23:04:00,59766.0000000,59767.0000000,59763.0000000,59763.0000000,52
02/08/17,23:05:00,59763.0000000,59765.0000000,59762.0000000,59763.0000000,62
02/08/17,23:06:00,59763.0000000,59765.0000000,59763.0000000,59763.0000000,157
02/08/17,23:07:00,59762.0000000,59767.0000000,59759.0000000,59761.0000000,213
02/08/17,23:08:00,59761.0000000,59763.0000000,59759.0000000,59760.0000000,77
02/08/17,23:09:00,59760.0000000,59765.0000000,59759.0000000,59762.0000000,92
02/08/17,23:10:00,59761.0000000,59762.0000000,59757.0000000,59758.0000000,121
02/08/17,23:11:00,59760.0000000,59760.0000000,59754.0000000,59760.0000000,290
02/08/17,23:12:00,59760.0000000,59761.0000000,59757.0000000,59761.0000000,64
02/08/17,23:13:00,59760.0000000,59762.0000000,59758.0000000,59759.0000000,61
02/08/17,23:14:00,59759.0000000,59762.0000000,59757.0000000,59761.0000000,75
02/08/17,23:15:00,59763.0000000,59764.0000000,59758.0000000,59759.0000000,148
02/08/17,23:16:00,59759.0000000,59765.0000000,59759.0000000,59764.0000000,123
02/08/17,23:17:00,59764.0000000,59766.0000000,59760.0000000,59763.0000000,133
02/08/17,23:18:00,59763.0000000,59763.0000000,59758.0000000,59758.0000000,111
02/08/17,23:19:00,59758.0000000,59761.0000000,59755.0000000,59755.0000000,127
02/08/17,23:20:00,59757.0000000,59761.0000000,59753.0000000,59756.0000000,830
02/08/17,23:21:00,59756.0000000,59758.0000000,59742.0000000,59742.0000000,2703
02/08/17,23:22:00,59743.0000000,59743.0000000,59740.0000000,59741.0000000,308
02/08/17,23:23:00,59740.0000000,59743.0000000,59738.0000000,59743.0000000,343
02/08/17,23:24:00,59740.0000000,59746.0000000,59738.0000000,59746.0000000,415
02/08/17,23:25:00,59745.0000000,59747.0000000,59743.0000000,59744.0000000,114
02/08/17,23:26:00,59746.0000000,59748.0000000,59739.0000000,59742.0000000,266
02/08/17,23:27:00,59742.0000000,59745.0000000,59740.0000000,59740.0000000,92
02/08/17,23:28:00,59742.0000000,59742.0000000,59731.0000000,59732.0000000,714
02/08/17,23:29:00,59734.0000000,59741.0000000,59733.0000000,59738.0000000,228
02/08/17,23:30:00,59740.0000000,59748.0000000,59738.0000000,59747.0000000,695
02/08/17,23:31:00,59745.0000000,59753.0000000,59739.0000000,59744.0000000,1059
02/08/17,23:32:00,59746.0000000,59762.0000000,59745.0000000,59754.0000000,880
02/08/17,23:33:00,59755.0000000,59760.0000000,59749.0000000,59749.0000000,190
02/08/17,23:34:00,59752.0000000,59755.0000000,59749.0000000,59749.0000000,150
02/08/17,23:35:00,59752.0000000,59754.0000000,59747.0000000,59750.0000000,156
02/08/17,23:36:00,59750.0000000,59760.0000000,59749.0000000,59750.0000000,496
02/08/17,23:37:00,59749.0000000,59755.0000000,59746.0000000,59748.0000000,51
02/08/17,23:38:00,59748.0000000,59752.0000000,59748.0000000,59751.0000000,92
02/08/17,23:39:00,59750.0000000,59753.0000000,59750.0000000,59752.0000000,136
02/08/17,23:40:00,59749.0000000,59757.0000000,59748.0000000,59756.0000000,206
02/08/17,23:41:00,59755.0000000,59755.0000000,59747.0000000,59753.0000000,287
02/08/17,23:42:00,59754.0000000,59772.0000000,59748.0000000,59763.0000000,1109
02/08/17,23:43:00,59764.0000000,59765.0000000,59756.0000000,59761.0000000,235
02/08/17,23:44:00,59761.0000000,59766.0000000,59752.0000000,59766.0000000,920
02/08/17,23:45:00,59760.0000000,59764.0000000,59753.0000000,59756.0000000,405
02/08/17,23:46:00,59757.0000000,59767.0000000,59757.0000000,59766.0000000,573
02/08/17,23:47:00,59761.0000000,59767.0000000,59760.0000000,59761.0000000,307
02/08/17,23:48:00,59760.0000000,59763.0000000,59756.0000000,59756.0000000,384
02/08/17,23:49:00,59760.0000000,59768.0000000,59740.0000000,59760.0000000,2049
02/09/17,10:00:00,59745.0000000,59745.0000000,59565.0000000,59579.0000000,27397
02/09/17,10:01:00,59575.0000000,59603.0000000,59554.0000000,59565.0000000,10172
02/09/17,10:02:00,59566.0000000,59592.0000000,59510.0000000,59529.0000000,14458
02/09/17,10:03:00,59527.0000000,59559.0000000,59522.0000000,59529.0000000,5594
02/09/17,10:04:00,59531.0000000,59539.0000000,59508.0000000,59526.0000000,9722
02/09/17,10:05:00,59525.0000000,59525.0000000,59470.0000000,59484.0000000,16266
02/09/17,10:06:00,59485.0000000,59510.0000000,59476.0000000,59503.0000000,6608
02/09/17,10:07:00,59503.0000000,59518.0000000,59500.0000000,59518.0000000,3261
02/09/17,10:08:00,59517.0000000,59532.0000000,59498.0000000,59523.0000000,4913
02/09/17,10:09:00,59522.0000000,59538.0000000,59522.0000000,59536.0000000,3295
02/09/17,10:10:00,59538.0000000,59539.0000000,59524.0000000,59536.0000000,4777
02/09/17,10:11:00,59535.0000000,59556.0000000,59531.0000000,59555.0000000,5713
02/09/17,10:12:00,59555.0000000,59578.0000000,59550.0000000,59573.0000000,6135
02/09/17,10:13:00,59570.0000000,59583.0000000,59568.0000000,59579.0000000,5717
02/09/17,10:14:00,59580.0000000,59590.0000000,59574.0000000,59575.0000000,4267
02/09/17,10:15:00,59575.0000000,59579.0000000,59545.0000000,59563.0000000,7415
02/09/17,10:16:00,59567.0000000,59574.0000000,59561.0000000,59569.0000000,2710
02/09/17,10:17:00,59569.0000000,59577.0000000,59558.0000000,59563.0000000,1164
02/09/17,10:18:00,59562.0000000,59564.0000000,59500.0000000,59505.0000000,10621
02/09/17,10:19:00,59504.0000000,59525.0000000,59503.0000000,59520.0000000,2938
02/09/17,10:20:00,59520.0000000,59525.0000000,59515.0000000,59520.0000000,1547
02/09/17,10:21:00,59519.0000000,59530.0000000,59514.0000000,59517.0000000,5161
02/09/17,10:22:00,59517.0000000,59530.0000000,59514.0000000,59525.0000000,2711
02/09/17,10:23:00,59526.0000000,59533.0000000,59515.0000000,59519.0000000,2485
02/09/17,10:24:00,59518.0000000,59526.0000000,59516.0000000,59524.0000000,486
02/09/17,10:25:00,59526.0000000,59540.0000000,59524.0000000,59533.0000000,3699
02/09/17,10:26:00,59533.0000000,59545.0000000,59528.0000000,59542.0000000,5587
02/09/17,10:27:00,59542.0000000,59561.0000000,59542.0000000,59555.0000000,3589
02/09/17,10:28:00,59554.0000000,59554.0000000,59532.0000000,59532.0000000,1922
02/09/17,10:29:00,59532.0000000,59540.0000000,59532.0000000,59534.0000000,679
02/09/17,10:30:00,59537.0000000,59540.0000000,59528.0000000,59532.0000000,2670
02/09/17,10:31:00,59531.0000000,59540.0000000,59530.0000000,59539.0000000,914
02/09/17,10:32:00,59537.0000000,59573.0000000,59536.0000000,59552.0000000,6539
02/09/17,10:33:00,59553.0000000,59556.0000000,59527.0000000,59538.0000000,2771
02/09/17,10:34:00,59540.0000000,59540.0000000,59525.0000000,59527.0000000,889
02/09/17,10:35:00,59530.0000000,59537.0000000,59525.0000000,59535.0000000,1064
02/09/17,10:36:00,59534.0000000,59543.0000000,59532.0000000,59535.0000000,995
02/09/17,10:37:00,59535.0000000,59543.0000000,59534.0000000,59540.0000000,290
02/09/17,10:38:00,59540.0000000,59546.0000000,59540.0000000,59545.0000000,249
02/09/17,10:39:00,59545.0000000,59549.0000000,59541.0000000,59542.0000000,712
02/09/17,10:40:00,59546.0000000,59548.0000000,59543.0000000,59546.0000000,260
02/09/17,10:41:00,59546.0000000,59549.0000000,59535.0000000,59548.0000000,1501
02/09/17,10:42:00,59547.0000000,59554.0000000,59546.0000000,59554.0000000,3065
02/09/17,10:43:00,59554.0000000,59557.0000000,59550.0000000,59554.0000000,851
02/09/17,10:44:00,59555.0000000,59556.0000000,59545.0000000,59550.0000000,689
02/09/17,10:45:00,59550.0000000,59554.0000000,59542.0000000,59552.0000000,858
02/09/17,10:46:00,59550.0000000,59555.0000000,59547.0000000,59547.0000000,1426
02/09/17,10:47:00,59547.0000000,59551.0000000,59543.0000000,59544.0000000,548
02/09/17,10:48:00,59544.0000000,59557.0000000,59542.0000000,59555.0000000,3735
02/09/17,10:49:00,59555.0000000,59560.0000000,59549.0000000,59556.0000000,1219
02/09/17,10:50:00,59558.0000000,59561.0000000,59554.0000000,59557.0000000,2659
02/09/17,10:51:00,59556.0000000,59558.0000000,59540.0000000,59544.0000000,1652
02/09/17,10:52:00,59546.0000000,59549.0000000,59532.0000000,59546.0000000,2159
02/09/17,10:53:00,59545.0000000,59549.0000000,59539.0000000,59548.0000000,746
02/09/17,10:54:00,59548.0000000,59551.0000000,59543.0000000,59544.0000000,402
02/09/17,10:55:00,59546.0000000,59549.0000000,59541.0000000,59544.0000000,697
02/09/17,10:56:00,59544.0000000,59549.0000000,59544.0000000,59549.0000000,568
02/09/17,10:57:00,59550.0000000,59557.0000000,59546.0000000,59553.0000000,944
02/09/17,10:58:00,59550.0000000,59552.0000000,59546.0000000,59547.0000000,272
02/09/17,10:59:00,59547.0000000,59555.0000000,59545.0000000,59553.0000000,1187
02/09/17,11:00:00,59554.0000000,59561.0000000,59542.0000000,59545.0000000,3928
02/09/17,11:01:00,59548.0000000,59560.0000000,59544.0000000,59551.0000000,2514
02/09/17,11:02:00,59551.0000000,59553.0000000,59538.0000000,59541.0000000,2035
02/09/17,11:03:00,59540.0000000,59543.0000000,59514.0000000,59521.0000000,6710
02/09/17,11:04:00,59520.0000000,59521.0000000,59505.0000000,59512.0000000,3729
02/09/17,11:05:00,59513.0000000,59523.0000000,59504.0000000,59521.0000000,5088
02/09/17,11:06:00,59521.0000000,59528.0000000,59509.0000000,59518.0000000,2536
02/09/17,11:07:00,59517.0000000,59524.0000000,59511.0000000,59518.0000000,1261
02/09/17,11:08:00,59517.0000000,59528.0000000,59515.0000000,59522.0000000,3922
02/09/17,11:09:00,59522.0000000,59534.0000000,59509.0000000,59512.0000000,2686
02/09/17,11:10:00,59516.0000000,59517.0000000,59502.0000000,59506.0000000,2018
02/09/17,11:11:00,59503.0000000,59526.0000000,59501.0000000,59523.0000000,2477
02/09/17,11:12:00,59524.0000000,59540.0000000,59522.0000000,59533.0000000,3030
02/09/17,11:13:00,59533.0000000,59542.0000000,59529.0000000,59533.0000000,1251
02/09/17,11:14:00,59534.0000000,59557.0000000,59528.0000000,59552.0000000,2996
02/09/17,11:15:00,59552.0000000,59557.0000000,59537.0000000,59550.0000000,3156
02/09/17,11:16:00,59549.0000000,59553.0000000,59546.0000000,59551.0000000,1117
02/09/17,11:17:00,59552.0000000,59554.0000000,59543.0000000,59544.0000000,2244
02/09/17,11:18:00,59544.0000000,59548.0000000,59537.0000000,59538.0000000,1833
02/09/17,11:19:00,59537.0000000,59550.0000000,59537.0000000,59547.0000000,1647
02/09/17,11:20:00,59549.0000000,59550.0000000,59540.0000000,59544.0000000,1403
02/09/17,11:21:00,59544.0000000,59546.0000000,59540.0000000,59543.0000000,399
02/09/17,11:22:00,59544.0000000,59547.0000000,59539.0000000,59540.0000000,1024
02/09/17,11:23:00,59540.0000000,59544.0000000,59539.0000000,59541.0000000,538
02/09/17,11:24:00,59542.0000000,59545.0000000,59539.0000000,59541.0000000,587
02/09/17,11:25:00,59544.0000000,59547.0000000,59531.0000000,59534.0000000,1564
02/09/17,11:26:00,59535.0000000,59540.0000000,59524.0000000,59528.0000000,1393
02/09/17,11:27:00,59528.0000000,59536.0000000,59526.0000000,59529.0000000,874
02/09/17,11:28:00,59531.0000000,59536.0000000,59527.0000000,59527.0000000,756
02/09/17,11:29:00,59527.0000000,59532.0000000,59522.0000000,59524.0000000,982
02/09/17,11:30:00,59526.0000000,59531.0000000,59521.0000000,59531.0000000,1459
02/09/17,11:31:00,59531.0000000,59532.0000000,59514.0000000,59525.0000000,3636
02/09/17,11:32:00,59525.0000000,59537.0000000,59521.0000000,59536.0000000,695
02/09/17,11:33:00,59536.0000000,59538.0000000,59515.0000000,59523.0000000,2918
02/09/17,11:34:00,59521.0000000,59526.0000000,59514.0000000,59520.0000000,1948
02/09/17,11:35:00,59521.0000000,59529.0000000,59517.0000000,59529.0000000,697
02/09/17,11:36:00,59528.0000000,59532.0000000,59526.0000000,59530.0000000,755
02/09/17,11:37:00,59530.0000000,59533.0000000,59530.0000000,59532.0000000,449
02/09/17,11:38:00,59531.0000000,59533.0000000,59515.0000000,59530.0000000,1163
02/09/17,11:39:00,59529.0000000,59537.0000000,59529.0000000,59533.0000000,1179
02/09/17,11:40:00,59537.0000000,59539.0000000,59521.0000000,59527.0000000,1990
02/09/17,11:41:00,59527.0000000,59529.0000000,59508.0000000,59519.0000000,4042
02/09/17,11:42:00,59518.0000000,59520.0000000,59514.0000000,59519.0000000,777
02/09/17,11:43:00,59520.0000000,59534.0000000,59506.0000000,59523.0000000,2695
02/09/17,11:44:00,59526.0000000,59535.0000000,59523.0000000,59530.0000000,1090
02/09/17,11:45:00,59529.0000000,59540.0000000,59528.0000000,59532.0000000,1989
02/09/17,11:46:00,59535.0000000,59540.0000000,59530.0000000,59535.0000000,480
02/09/17,11:47:00,59534.0000000,59546.0000000,59533.0000000,59542.0000000,1554
02/09/17,11:48:00,59542.0000000,59580.0000000,59535.0000000,59572.0000000,10410
02/09/17,11:49:00,59572.0000000,59585.0000000,59568.0000000,59577.0000000,5974
02/09/17,11:50:00,59579.0000000,59581.0000000,59553.0000000,59559.0000000,3865
02/09/17,11:51:00,59558.0000000,59569.0000000,59558.0000000,59566.0000000,1995
02/09/17,11:52:00,59569.0000000,59571.0000000,59553.0000000,59555.0000000,1693
02/09/17,11:53:00,59556.0000000,59561.0000000,59552.0000000,59558.0000000,1243
02/09/17,11:54:00,59557.0000000,59563.0000000,59553.0000000,59554.0000000,3565
02/09/17,11:55:00,59555.0000000,59560.0000000,59542.0000000,59547.0000000,1687
02/09/17,11:56:00,59547.0000000,59549.0000000,59540.0000000,59542.0000000,1463
02/09/17,11:57:00,59544.0000000,59550.0000000,59532.0000000,59535.0000000,3190
02/09/17,11:58:00,59537.0000000,59542.0000000,59531.0000000,59534.0000000,2378
02/09/17,11:59:00,59534.0000000,59556.0000000,59531.0000000,59553.0000000,2499
02/09/17,12:00:00,59550.0000000,59551.0000000,59532.0000000,59542.0000000,2693
02/09/17,12:01:00,59539.0000000,59545.0000000,59531.0000000,59541.0000000,5209
02/09/17,12:02:00,59541.0000000,59545.0000000,59535.0000000,59545.0000000,2029
02/09/17,12:03:00,59544.0000000,59548.0000000,59540.0000000,59543.0000000,925
02/09/17,12:04:00,59542.0000000,59546.0000000,59526.0000000,59530.0000000,3190
02/09/17,12:05:00,59529.0000000,59538.0000000,59526.0000000,59536.0000000,2294
02/09/17,12:06:00,59536.0000000,59547.0000000,59533.0000000,59543.0000000,2019
02/09/17,12:07:00,59542.0000000,59554.0000000,59537.0000000,59552.0000000,2113
02/09/17,12:08:00,59552.0000000,59562.0000000,59551.0000000,59558.0000000,1889
02/09/17,12:09:00,59559.0000000,59566.0000000,59558.0000000,59566.0000000,866
02/09/17,12:10:00,59566.0000000,59568.0000000,59555.0000000,59558.0000000,1489
02/09/17,12:11:00,59559.0000000,59565.0000000,59559.0000000,59564.0000000,829
02/09/17,12:12:00,59563.0000000,59566.0000000,59560.0000000,59564.0000000,658
02/09/17,12:13:00,59566.0000000,59571.0000000,59562.0000000,59566.0000000,2296
02/09/17,12:14:00,59564.0000000,59570.0000000,59561.0000000,59561.0000000,2023
