<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
02/02/17,14:15:00,60271.0000000,60276.0000000,60265.0000000,60270.0000000,1750
02/02/17,14:16:00,60269.0000000,60288.0000000,60266.0000000,60283.0000000,1020
02/02/17,14:17:00,60286.0000000,60295.0000000,60284.0000000,60288.0000000,1714
02/02/17,14:18:00,60288.0000000,60294.0000000,60274.0000000,60290.0000000,2137
02/02/17,14:19:00,60290.0000000,60293.0000000,60280.0000000,60288.0000000,1999
02/02/17,14:20:00,60287.0000000,60292.0000000,60283.0000000,60284.0000000,558
02/02/17,14:21:00,60286.0000000,60289.0000000,60275.0000000,60280.0000000,846
02/02/17,14:22:00,60279.0000000,60286.0000000,60278.0000000,60282.0000000,1331
02/02/17,14:23:00,60282.0000000,60288.0000000,60280.0000000,60284.0000000,220
02/02/17,14:24:00,60284.0000000,60296.0000000,60282.0000000,60293.0000000,1205
02/02/17,14:25:00,60293.0000000,60297.0000000,60282.0000000,60294.0000000,1367
02/02/17,14:26:00,60293.0000000,60298.0000000,60283.0000000,60290.0000000,1802
02/02/17,14:27:00,60290.0000000,60292.0000000,60284.0000000,60289.0000000,433
02/02/17,14:28:00,60289.0000000,60294.0000000,60288.0000000,60292.0000000,573
02/02/17,14:29:00,60292.0000000,60295.0000000,60285.0000000,60292.0000000,465
02/02/17,14:30:00,60294.0000000,60295.0000000,60283.0000000,60283.0000000,818
02/02/17,14:31:00,60284.0000000,60286.0000000,60266.0000000,60273.0000000,2862
02/02/17,14:32:00,60273.0000000,60276.0000000,60253.0000000,60254.0000000,1738
02/02/17,14:33:00,60255.0000000,60266.0000000,60253.0000000,60265.0000000,858
02/02/17,14:34:00,60265.0000000,60278.0000000,60261.0000000,60268.0000000,2696
02/02/17,14:35:00,60266.0000000,60269.0000000,60257.0000000,60258.0000000,816
02/02/17,14:36:00,60258.0000000,60258.0000000,60201.0000000,60223.0000000,14256
02/02/17,14:37:00,60222.0000000,60246.0000000,60208.0000000,60236.0000000,4043
02/02/17,14:38:00,60239.0000000,60249.0000000,60234.0000000,60247.0000000,2280
02/02/17,14:39:00,60247.0000000,60251.0000000,60233.0000000,60245.0000000,1789
02/02/17,14:40:00,60243.0000000,60251.0000000,60229.0000000,60233.0000000,2116
02/02/17,14:41:00,60234.0000000,60257.0000000,60231.0000000,60256.0000000,2929
02/02/17,14:42:00,60256.0000000,60268.0000000,60252.0000000,60267.0000000,1745
02/02/17,14:43:00,60268.0000000,60274.0000000,60266.0000000,60269.0000000,526
02/02/17,14:44:00,60269.0000000,60273.0000000,60251.0000000,60257.0000000,888
02/02/17,14:45:00,60255.0000000,60270.0000000,60255.0000000,60268.0000000,1576
02/02/17,14:46:00,60266.0000000,60273.0000000,60252.0000000,60258.0000000,1607
02/02/17,14:47:00,60256.0000000,60261.0000000,60251.0000000,60257.0000000,412
02/02/17,14:48:00,60258.0000000,60271.0000000,60246.0000000,60267.0000000,1882
02/02/17,14:49:00,60268.0000000,60272.0000000,60262.0000000,60264.0000000,918
02/02/17,14:50:00,60266.0000000,60274.0000000,60260.0000000,60274.0000000,1605
02/02/17,14:51:00,60274.0000000,60287.0000000,60259.0000000,60272.0000000,3916
02/02/17,14:52:00,60272.0000000,60306.0000000,60269.0000000,60292.0000000,4382
02/02/17,14:53:00,60293.0000000,60303.0000000,60285.0000000,60287.0000000,1543
02/02/17,14:54:00,60287.0000000,60293.0000000,60285.0000000,60288.0000000,905
02/02/17,14:55:00,60289.0000000,60300.0000000,60280.0000000,60295.0000000,2810
02/02/17,14:56:00,60295.0000000,60299.0000000,60282.0000000,60288.0000000,1111
02/02/17,14:57:00,60288.0000000,60304.0000000,60287.0000000,60303.0000000,1536
02/02/17,14:58:00,60302.0000000,60307.0000000,60293.0000000,60305.0000000,798
02/02/17,14:59:00,60301.0000000,60309.0000000,60294.0000000,60307.0000000,3113
02/02/17,15:00:00,60308.0000000,60311.0000000,60304.0000000,60308.0000000,1882
02/02/17,15:01:00,60308.0000000,60309.0000000,60288.0000000,60291.0000000,4035
02/02/17,15:02:00,60291.0000000,60295.0000000,60285.0000000,60291.0000000,701
02/02/17,15:03:00,60291.0000000,60304.0000000,60290.0000000,60300.0000000,1427
02/02/17,15:04:00,60300.0000000,60306.0000000,60295.0000000,60302.0000000,922
02/02/17,15:05:00,60305.0000000,60311.0000000,60300.0000000,60308.0000000,996
02/02/17,15:06:00,60307.0000000,60309.0000000,60294.0000000,60301.0000000,1374
02/02/17,15:07:00,60301.0000000,60323.0000000,60298.0000000,60318.0000000,4700
02/02/17,15:08:00,60318.0000000,60322.0000000,60303.0000000,60313.0000000,2116
02/02/17,15:09:00,60310.0000000,60317.0000000,60289.0000000,60290.0000000,3699
02/02/17,15:10:00,60288.0000000,60295.0000000,60281.0000000,60285.0000000,4533
02/02/17,15:11:00,60285.0000000,60286.0000000,60270.0000000,60273.0000000,2953
02/02/17,15:12:00,60274.0000000,60284.0000000,60264.0000000,60273.0000000,5438
02/02/17,15:13:00,60271.0000000,60283.0000000,60270.0000000,60276.0000000,370
02/02/17,15:14:00,60278.0000000,60299.0000000,60277.0000000,60298.0000000,973
02/02/17,15:15:00,60297.0000000,60309.0000000,60288.0000000,60292.0000000,3767
02/02/17,15:16:00,60291.0000000,60297.0000000,60283.0000000,60296.0000000,415
02/02/17,15:17:00,60297.0000000,60304.0000000,60294.0000000,60298.0000000,762
02/02/17,15:18:00,60296.0000000,60307.0000000,60294.0000000,60303.0000000,664
02/02/17,15:19:00,60301.0000000,60306.0000000,60293.0000000,60298.0000000,925
02/02/17,15:20:00,60302.0000000,60304.0000000,60296.0000000,60298.0000000,348
02/02/17,15:21:00,60299.0000000,60315.0000000,60298.0000000,60312.0000000,897
02/02/17,15:22:00,60312.0000000,60319.0000000,60309.0000000,60313.0000000,1000
02/02/17,15:23:00,60313.0000000,60323.0000000,60310.0000000,60321.0000000,1613
02/02/17,15:24:00,60322.0000000,60330.0000000,60320.0000000,60329.0000000,2219
02/02/17,15:25:00,60326.0000000,60330.0000000,60313.0000000,60318.0000000,3617
02/02/17,15:26:00,60318.0000000,60323.0000000,60304.0000000,60307.0000000,1763
02/02/17,15:27:00,60304.0000000,60315.0000000,60290.0000000,60313.0000000,1905
02/02/17,15:28:00,60314.0000000,60320.0000000,60310.0000000,60314.0000000,2451
02/02/17,15:29:00,60315.0000000,60318.0000000,60307.0000000,60311.0000000,1545
02/02/17,15:30:00,60311.0000000,60313.0000000,60297.0000000,60303.0000000,1003
02/02/17,15:31:00,60304.0000000,60313.0000000,60303.0000000,60313.0000000,1071
02/02/17,15:32:00,60312.0000000,60318.0000000,60308.0000000,60313.0000000,1350
02/02/17,15:33:00,60313.0000000,60314.0000000,60298.0000000,60307.0000000,799
02/02/17,15:34:00,60307.0000000,60320.0000000,60302.0000000,60312.0000000,1136
02/02/17,15:35:00,60313.0000000,60327.0000000,60307.0000000,60309.0000000,1311
02/02/17,15:36:00,60311.0000000,60317.0000000,60306.0000000,60310.0000000,1108
02/02/17,15:37:00,60310.0000000,60344.0000000,60300.0000000,60308.0000000,6189
02/02/17,15:38:00,60307.0000000,60307.0000000,60296.0000000,60301.0000000,1538
02/02/17,15:39:00,60301.0000000,60304.0000000,60295.0000000,60300.0000000,949
02/02/17,15:40:00,60298.0000000,60303.0000000,60270.0000000,60280.0000000,4255
02/02/17,15:41:00,60279.0000000,60316.0000000,60279.0000000,60313.0000000,2193
02/02/17,15:42:00,60313.0000000,60316.0000000,60300.0000000,60305.0000000,682
02/02/17,15:43:00,60304.0000000,60305.0000000,60288.0000000,60288.0000000,972
02/02/17,15:44:00,60289.0000000,60290.0000000,60278.0000000,60282.0000000,893
02/02/17,15:45:00,60281.0000000,60285.0000000,60274.0000000,60277.0000000,742
02/02/17,15:46:00,60277.0000000,60288.0000000,60275.0000000,60282.0000000,400
02/02/17,15:47:00,60280.0000000,60285.0000000,60260.0000000,60279.0000000,2383
02/02/17,15:48:00,60279.0000000,60283.0000000,60274.0000000,60281.0000000,610
02/02/17,15:49:00,60281.0000000,60283.0000000,60279.0000000,60281.0000000,101
02/02/17,15:50:00,60281.0000000,60284.0000000,60271.0000000,60275.0000000,570
02/02/17,15:51:00,60274.0000000,60287.0000000,60262.0000000,60284.0000000,1480
02/02/17,15:52:00,60283.0000000,60296.0000000,60272.0000000,60274.0000000,1869
02/02/17,15:53:00,60275.0000000,60280.0000000,60271.0000000,60278.0000000,456
02/02/17,15:54:00,60278.0000000,60280.0000000,60271.0000000,60277.0000000,319
02/02/17,15:55:00,60279.0000000,60286.0000000,60277.0000000,60281.0000000,919
02/02/17,15:56:00,60281.0000000,60285.0000000,60274.0000000,60281.0000000,1138
02/02/17,15:57:00,60281.0000000,60312.0000000,60278.0000000,60308.0000000,3472
02/02/17,15:58:00,60306.0000000,60309.0000000,60292.0000000,60294.0000000,1133
02/02/17,15:59:00,60295.0000000,60308.0000000,60275.0000000,60277.0000000,2232
02/02/17,16:00:00,60278.0000000,60287.0000000,60270.0000000,60279.0000000,1835
02/02/17,16:01:00,60279.0000000,60283.0000000,60251.0000000,60256.0000000,2860
02/02/17,16:02:00,60256.0000000,60267.0000000,60222.0000000,60237.0000000,7947
02/02/17,16:03:00,60240.0000000,60241.0000000,60144.0000000,60195.0000000,27211
02/02/17,16:04:00,60197.0000000,60199.0000000,60134.0000000,60138.0000000,9720
02/02/17,16:05:00,60138.0000000,60161.0000000,60124.0000000,60152.0000000,9469
02/02/17,16:06:00,60152.0000000,60162.0000000,60147.0000000,60157.0000000,4297
02/02/17,16:07:00,60157.0000000,60163.0000000,60149.0000000,60157.0000000,3809
02/02/17,16:08:00,60157.0000000,60169.0000000,60151.0000000,60159.0000000,3963
02/02/17,16:09:00,60161.0000000,60171.0000000,60151.0000000,60151.0000000,2947
02/02/17,16:10:00,60151.0000000,60159.0000000,60146.0000000,60152.0000000,2442
02/02/17,16:11:00,60154.0000000,60176.0000000,60153.0000000,60166.0000000,2981
02/02/17,16:12:00,60165.0000000,60170.0000000,60157.0000000,60160.0000000,2014
02/02/17,16:13:00,60159.0000000,60161.0000000,60142.0000000,60156.0000000,5772
02/02/17,16:14:00,60151.0000000,60154.0000000,60135.0000000,60141.0000000,2498
02/02/17,16:15:00,60141.0000000,60142.0000000,60117.0000000,60123.0000000,6172
02/02/17,16:16:00,60126.0000000,60138.0000000,60121.0000000,60135.0000000,4881
02/02/17,16:17:00,60135.0000000,60170.0000000,60134.0000000,60163.0000000,5645
02/02/17,16:18:00,60165.0000000,60172.0000000,60157.0000000,60157.0000000,1774
02/02/17,16:19:00,60162.0000000,60163.0000000,60135.0000000,60135.0000000,2896
02/02/17,16:20:00,60136.0000000,60139.0000000,60117.0000000,60134.0000000,3072
02/02/17,16:21:00,60136.0000000,60170.0000000,60134.0000000,60170.0000000,4925
02/02/17,16:22:00,60168.0000000,60170.0000000,60142.0000000,60152.0000000,4165
02/02/17,16:23:00,60149.0000000,60153.0000000,60141.0000000,60145.0000000,3706
02/02/17,16:24:00,60148.0000000,60151.0000000,60130.0000000,60132.0000000,2618
02/02/17,16:25:00,60133.0000000,60155.0000000,60130.0000000,60145.0000000,2107
02/02/17,16:26:00,60144.0000000,60157.0000000,60130.0000000,60142.0000000,4307
02/02/17,16:27:00,60141.0000000,60149.0000000,60134.0000000,60136.0000000,1492
02/02/17,16:28:00,60136.0000000,60147.0000000,60136.0000000,60147.0000000,241
02/02/17,16:29:00,60143.0000000,60150.0000000,60139.0000000,60145.0000000,1010
02/02/17,16:30:00,60143.0000000,60145.0000000,60112.0000000,60113.0000000,5190
02/02/17,16:31:00,60113.0000000,60119.0000000,60084.0000000,60087.0000000,15421
02/02/17,16:32:00,60085.0000000,60095.0000000,60068.0000000,60077.0000000,10724
02/02/17,16:33:00,60074.0000000,60108.0000000,60067.0000000,60092.0000000,8353
02/02/17,16:34:00,60091.0000000,60097.0000000,60078.0000000,60089.0000000,3299
02/02/17,16:35:00,60089.0000000,60106.0000000,60079.0000000,60093.0000000,4470
02/02/17,16:36:00,60092.0000000,60123.0000000,60078.0000000,60112.0000000,9385
02/02/17,16:37:00,60116.0000000,60120.0000000,60080.0000000,60105.0000000,3692
02/02/17,16:38:00,60104.0000000,60121.0000000,60096.0000000,60110.0000000,4976
02/02/17,16:39:00,60110.0000000,60123.0000000,60106.0000000,60112.0000000,5082
02/02/17,16:40:00,60112.0000000,60118.0000000,60100.0000000,60108.0000000,3931
02/02/17,16:41:00,60105.0000000,60110.0000000,60090.0000000,60094.0000000,4183
02/02/17,16:42:00,60095.0000000,60117.0000000,60089.0000000,60106.0000000,4576
02/02/17,16:43:00,60104.0000000,60133.0000000,60101.0000000,60115.0000000,7787
02/02/17,16:44:00,60115.0000000,60116.0000000,60082.0000000,60095.0000000,3161
02/02/17,16:45:00,60092.0000000,60097.0000000,60087.0000000,60096.0000000,1354
02/02/17,16:46:00,60094.0000000,60108.0000000,60086.0000000,60091.0000000,1821
02/02/17,16:47:00,60090.0000000,60091.0000000,60067.0000000,60068.0000000,3379
02/02/17,16:48:00,60070.0000000,60071.0000000,60017.0000000,60026.0000000,16693
02/02/17,16:49:00,60026.0000000,60045.0000000,60013.0000000,60045.0000000,10947
02/02/17,16:50:00,60045.0000000,60045.0000000,60022.0000000,60030.0000000,3050
02/02/17,16:51:00,60029.0000000,60045.0000000,60002.0000000,60017.0000000,8023
02/02/17,16:52:00,60015.0000000,60026.0000000,60005.0000000,60009.0000000,7439
02/02/17,16:53:00,60009.0000000,60045.0000000,60000.0000000,60043.0000000,13821
02/02/17,16:54:00,60043.0000000,60080.0000000,60040.0000000,60064.0000000,8322
02/02/17,16:55:00,60064.0000000,60113.0000000,60058.0000000,60089.0000000,10962
02/02/17,16:56:00,60088.0000000,60108.0000000,60082.0000000,60088.0000000,3222
02/02/17,16:57:00,60088.0000000,60090.0000000,60066.0000000,60077.0000000,3230
02/02/17,16:58:00,60078.0000000,60104.0000000,60075.0000000,60096.0000000,3362
02/02/17,16:59:00,60099.0000000,60117.0000000,60097.0000000,60110.0000000,5092
02/02/17,17:00:00,60108.0000000,60108.0000000,60063.0000000,60092.0000000,6122
02/02/17,17:01:00,60089.0000000,60100.0000000,60083.0000000,60094.0000000,4240
02/02/17,17:02:00,60096.0000000,60111.0000000,60093.0000000,60104.0000000,3256
02/02/17,17:03:00,60102.0000000,60112.0000000,60100.0000000,60112.0000000,1738
02/02/17,17:04:00,60112.0000000,60113.0000000,60101.0000000,60106.0000000,1715
02/02/17,17:05:00,60107.0000000,60117.0000000,60101.0000000,60113.0000000,5717
02/02/17,17:06:00,60114.0000000,60147.0000000,60107.0000000,60145.0000000,9241
02/02/17,17:07:00,60145.0000000,60168.0000000,60135.0000000,60163.0000000,10686
02/02/17,17:08:00,60164.0000000,60188.0000000,60152.0000000,60158.0000000,12646
02/02/17,17:09:00,60160.0000000,60189.0000000,60155.0000000,60183.0000000,3730
02/02/17,17:10:00,60185.0000000,60214.0000000,60177.0000000,60197.0000000,14107
02/02/17,17:11:00,60198.0000000,60207.0000000,60186.0000000,60188.0000000,7380
02/02/17,17:12:00,60190.0000000,60192.0000000,60166.0000000,60183.0000000,3998
02/02/17,17:13:00,60185.0000000,60201.0000000,60182.0000000,60194.0000000,3659
02/02/17,17:14:00,60193.0000000,60208.0000000,60181.0000000,60204.0000000,3178
02/02/17,17:15:00,60205.0000000,60210.0000000,60192.0000000,60202.0000000,8024
02/02/17,17:16:00,60202.0000000,60214.0000000,60190.0000000,60190.0000000,9902
02/02/17,17:17:00,60190.0000000,60190.0000000,60162.0000000,60172.0000000,4900
02/02/17,17:18:00,60167.0000000,60178.0000000,60161.0000000,60173.0000000,1046
02/02/17,17:19:00,60175.0000000,60177.0000000,60151.0000000,60152.0000000,3757
02/02/17,17:20:00,60153.0000000,60164.0000000,60141.0000000,60145.0000000,2795
02/02/17,17:21:00,60144.0000000,60160.0000000,60144.0000000,60159.0000000,1586
02/02/17,17:22:00,60159.0000000,60172.0000000,60152.0000000,60155.0000000,1839
02/02/17,17:23:00,60154.0000000,60157.0000000,60134.0000000,60139.0000000,1749
02/02/17,17:24:00,60138.0000000,60153.0000000,60136.0000000,60142.0000000,1344
02/02/17,17:25:00,60142.0000000,60149.0000000,60140.0000000,60146.0000000,1030
02/02/17,17:26:00,60143.0000000,60144.0000000,60136.0000000,60136.0000000,559
02/02/17,17:27:00,60139.0000000,60140.0000000,60102.0000000,60131.0000000,8098
02/02/17,17:28:00,60129.0000000,60136.0000000,60082.0000000,60100.0000000,11107
02/02/17,17:29:00,60100.0000000,60123.0000000,60100.0000000,60104.0000000,5704
02/02/17,17:30:00,60104.0000000,60107.0000000,60082.0000000,60100.0000000,3667
02/02/17,17:31:00,60100.0000000,60107.0000000,60085.0000000,60102.0000000,2304
02/02/17,17:32:00,60102.0000000,60105.0000000,60091.0000000,60104.0000000,1070
02/02/17,17:33:00,60105.0000000,60108.0000000,60088.0000000,60090.0000000,1464
02/02/17,17:34:00,60091.0000000,60116.0000000,60080.0000000,60111.0000000,4352
02/02/17,17:35:00,60110.0000000,60126.0000000,60101.0000000,60123.0000000,1955
02/02/17,17:36:00,60124.0000000,60147.0000000,60120.0000000,60147.0000000,4040
02/02/17,17:37:00,60147.0000000,60151.0000000,60128.0000000,60131.0000000,3422
02/02/17,17:38:00,60132.0000000,60139.0000000,60124.0000000,60139.0000000,1439
02/02/17,17:39:00,60138.0000000,60140.0000000,60118.0000000,60132.0000000,1958
02/02/17,17:40:00,60132.0000000,60146.0000000,60128.0000000,60140.0000000,2310
02/02/17,17:41:00,60138.0000000,60164.0000000,60130.0000000,60148.0000000,3243
02/02/17,17:42:00,60149.0000000,60152.0000000,60132.0000000,60135.0000000,1044
02/02/17,17:43:00,60138.0000000,60141.0000000,60130.0000000,60140.0000000,810
02/02/17,17:44:00,60139.0000000,60155.0000000,60134.0000000,60155.0000000,1091
02/02/17,17:45:00,60155.0000000,60177.0000000,60149.0000000,60172.0000000,4195
02/02/17,17:46:00,60172.0000000,60197.0000000,60172.0000000,60186.0000000,4348
02/02/17,17:47:00,60187.0000000,60190.0000000,60166.0000000,60167.0000000,3367
02/02/17,17:48:00,60167.0000000,60180.0000000,60165.0000000,60174.0000000,2656
02/02/17,17:49:00,60174.0000000,60174.0000000,60147.0000000,60163.0000000,5611
02/02/17,17:50:00,60163.0000000,60172.0000000,60154.0000000,60158.0000000,2226
02/02/17,17:51:00,60157.0000000,60159.0000000,60148.0000000,60159.0000000,2603
02/02/17,17:52:00,60158.0000000,60161.0000000,60130.0000000,60130.0000000,4421
02/02/17,17:53:00,60132.0000000,60143.0000000,60096.0000000,60114.0000000,6467
02/02/17,17:54:00,60114.0000000,60169.0000000,60096.0000000,60144.0000000,9292
02/02/17,17:55:00,60144.0000000,60173.0000000,60138.0000000,60160.0000000,4465
02/02/17,17:56:00,60162.0000000,60170.0000000,60139.0000000,60144.0000000,1441
02/02/17,17:57:00,60142.0000000,60162.0000000,60138.0000000,60151.0000000,1343
02/02/17,17:58:00,60154.0000000,60154.0000000,60139.0000000,60143.0000000,836
02/02/17,17:59:00,60145.0000000,60148.0000000,60127.0000000,60133.0000000,1726
02/02/17,18:00:00,60131.0000000,60147.0000000,60122.0000000,60139.0000000,3568
02/02/17,18:01:00,60142.0000000,60172.0000000,60142.0000000,60169.0000000,1602
02/02/17,18:02:00,60169.0000000,60170.0000000,60151.0000000,60159.0000000,1575
02/02/17,18:03:00,60162.0000000,60167.0000000,60143.0000000,60152.0000000,1058
02/02/17,18:04:00,60150.0000000,60156.0000000,60139.0000000,60153.0000000,1484
02/02/17,18:05:00,60153.0000000,60184.0000000,60153.0000000,60181.0000000,2189
02/02/17,18:06:00,60181.0000000,60193.0000000,60179.0000000,60186.0000000,2050
02/02/17,18:07:00,60187.0000000,60204.0000000,60178.0000000,60183.0000000,3285
02/02/17,18:08:00,60181.0000000,60188.0000000,60180.0000000,60182.0000000,653
02/02/17,18:09:00,60182.0000000,60190.0000000,60178.0000000,60187.0000000,1267
02/02/17,18:10:00,60187.0000000,60199.0000000,60186.0000000,60192.0000000,3324
02/02/17,18:11:00,60192.0000000,60196.0000000,60176.0000000,60181.0000000,1968
02/02/17,18:12:00,60182.0000000,60190.0000000,60169.0000000,60169.0000000,2851
02/02/17,18:13:00,60172.0000000,60174.0000000,60156.0000000,60159.0000000,1969
02/02/17,18:14:00,60159.0000000,60167.0000000,60158.0000000,60167.0000000,697
02/02/17,18:15:00,60166.0000000,60166.0000000,60159.0000000,60163.0000000,612
02/02/17,18:16:00,60165.0000000,60177.0000000,60159.0000000,60177.0000000,654
02/02/17,18:17:00,60176.0000000,60210.0000000,60175.0000000,60199.0000000,5353
02/02/17,18:18:00,60197.0000000,60209.0000000,60178.0000000,60181.0000000,2054
02/02/17,18:19:00,60182.0000000,60198.0000000,60177.0000000,60188.0000000,1123
02/02/17,18:20:00,60190.0000000,60213.0000000,60187.0000000,60201.0000000,9792
02/02/17,18:21:00,60199.0000000,60231.0000000,60199.0000000,60221.0000000,7467
02/02/17,18:22:00,60222.0000000,60237.0000000,60201.0000000,60213.0000000,9003
02/02/17,18:23:00,60213.0000000,60239.0000000,60208.0000000,60220.0000000,8606
02/02/17,18:24:00,60220.0000000,60220.0000000,60167.0000000,60200.0000000,18899
02/02/17,18:25:00,60200.0000000,60213.0000000,60190.0000000,60197.0000000,4028
02/02/17,18:26:00,60198.0000000,60208.0000000,60160.0000000,60178.0000000,6845
02/02/17,18:27:00,60179.0000000,60190.0000000,60172.0000000,60189.0000000,1159
02/02/17,18:28:00,60187.0000000,60210.0000000,60186.0000000,60209.0000000,3403
02/02/17,18:29:00,60210.0000000,60234.0000000,60209.0000000,60225.0000000,2434
02/02/17,18:30:00,60225.0000000,60244.0000000,60219.0000000,60235.0000000,7830
02/02/17,18:31:00,60235.0000000,60242.0000000,60226.0000000,60228.0000000,2021
02/02/17,18:32:00,60228.0000000,60254.0000000,60225.0000000,60254.0000000,10152
02/02/17,18:33:00,60254.0000000,60274.0000000,60239.0000000,60245.0000000,7458
02/02/17,18:34:00,60245.0000000,60255.0000000,60239.0000000,60241.0000000,1916
02/02/17,18:35:00,60240.0000000,60258.0000000,60240.0000000,60245.0000000,2490
02/02/17,18:36:00,60241.0000000,60260.0000000,60240.0000000,60246.0000000,2089
02/02/17,18:37:00,60247.0000000,60253.0000000,60229.0000000,60235.0000000,1849
02/02/17,18:38:00,60233.0000000,60240.0000000,60212.0000000,60214.0000000,1707
02/02/17,18:39:00,60214.0000000,60244.0000000,60212.0000000,60240.0000000,3753
02/02/17,18:40:00,60238.0000000,60250.0000000,60230.0000000,60240.0000000,1939
02/02/17,18:41:00,60241.0000000,60255.0000000,60233.0000000,60251.0000000,2408
02/02/17,18:42:00,60250.0000000,60260.0000000,60244.0000000,60247.0000000,2717
02/02/17,18:43:00,60247.0000000,60253.0000000,60230.0000000,60231.0000000,2958
02/02/17,18:44:00,60231.0000000,60246.0000000,60224.0000000,60240.0000000,6079
02/02/17,19:00:00,60250.0000000,60287.0000000,60245.0000000,60255.0000000,6114
02/02/17,19:01:00,60253.0000000,60258.0000000,60228.0000000,60237.0000000,3606
02/02/17,19:02:00,60235.0000000,60251.0000000,60234.0000000,60239.0000000,1587
02/02/17,19:03:00,60242.0000000,60242.0000000,60229.0000000,60237.0000000,1736
02/02/17,19:04:00,60237.0000000,60248.0000000,60212.0000000,60217.0000000,2724
02/02/17,19:05:00,60215.0000000,60220.0000000,60170.0000000,60183.0000000,4050
02/02/17,19:06:00,60183.0000000,60215.0000000,60156.0000000,60174.0000000,5245
02/02/17,19:07:00,60174.0000000,60178.0000000,60164.0000000,60178.0000000,1163
02/02/17,19:08:00,60176.0000000,60179.0000000,60151.0000000,60167.0000000,1725
02/02/17,19:09:00,60170.0000000,60178.0000000,60160.0000000,60167.0000000,927
02/02/17,19:10:00,60167.0000000,60182.0000000,60160.0000000,60163.0000000,2256
02/02/17,19:11:00,60163.0000000,60176.0000000,60160.0000000,60175.0000000,459
02/02/17,19:12:00,60174.0000000,60175.0000000,60132.0000000,60147.0000000,3792
02/02/17,19:13:00,60146.0000000,60149.0000000,60136.0000000,60142.0000000,1540
02/02/17,19:14:00,60142.0000000,60144.0000000,60117.0000000,60126.0000000,2293
02/02/17,19:15:00,60126.0000000,60130.0000000,60114.0000000,60126.0000000,3662
02/02/17,19:16:00,60125.0000000,60136.0000000,60123.0000000,60135.0000000,990
02/02/17,19:17:00,60135.0000000,60145.0000000,60132.0000000,60134.0000000,1642
02/02/17,19:18:00,60135.0000000,60141.0000000,60133.0000000,60139.0000000,1671
02/02/17,19:19:00,60140.0000000,60149.0000000,60140.0000000,60147.0000000,1023
02/02/17,19:20:00,60146.0000000,60150.0000000,60135.0000000,60139.0000000,608
02/02/17,19:21:00,60139.0000000,60170.0000000,60139.0000000,60166.0000000,1128
02/02/17,19:22:00,60166.0000000,60166.0000000,60155.0000000,60164.0000000,335
02/02/17,19:23:00,60162.0000000,60192.0000000,60159.0000000,60189.0000000,2328
02/02/17,19:24:00,60186.0000000,60188.0000000,60161.0000000,60167.0000000,873
02/02/17,19:25:00,60164.0000000,60168.0000000,60147.0000000,60152.0000000,1124
02/02/17,19:26:00,60152.0000000,60152.0000000,60124.0000000,60126.0000000,1716
02/02/17,19:27:00,60128.0000000,60131.0000000,60116.0000000,60125.0000000,1461
02/02/17,19:28:00,60125.0000000,60125.0000000,60114.0000000,60119.0000000,1482
02/02/17,19:29:00,60117.0000000,60145.0000000,60114.0000000,60145.0000000,1315
02/02/17,19:30:00,60145.0000000,60156.0000000,60137.0000000,60144.0000000,880
02/02/17,19:31:00,60144.0000000,60175.0000000,60137.0000000,60175.0000000,906
02/02/17,19:32:00,60174.0000000,60181.0000000,60154.0000000,60177.0000000,2183
02/02/17,19:33:00,60177.0000000,60177.0000000,60168.0000000,60170.0000000,651
02/02/17,19:34:00,60172.0000000,60175.0000000,60170.0000000,60171.0000000,625
02/02/17,19:35:00,60171.0000000,60180.0000000,60170.0000000,60179.0000000,561
02/02/17,19:36:00,60179.0000000,60179.0000000,60170.0000000,60173.0000000,360
02/02/17,19:37:00,60173.0000000,60177.0000000,60159.0000000,60164.0000000,1763
02/02/17,19:38:00,60165.0000000,60178.0000000,60165.0000000,60172.0000000,276
02/02/17,19:39:00,60174.0000000,60183.0000000,60167.0000000,60179.0000000,268
02/02/17,19:40:00,60179.0000000,60190.0000000,60179.0000000,60185.0000000,417
02/02/17,19:41:00,60186.0000000,60195.0000000,60179.0000000,60183.0000000,1251
02/02/17,19:42:00,60183.0000000,60188.0000000,60180.0000000,60183.0000000,131
02/02/17,19:43:00,60183.0000000,60189.0000000,60180.0000000,60182.0000000,172
02/02/17,19:44:00,60182.0000000,60184.0000000,60162.0000000,60171.0000000,967
02/02/17,19:45:00,60173.0000000,60176.0000000,60162.0000000,60176.0000000,1150
02/02/17,19:46:00,60174.0000000,60175.0000000,60166.0000000,60169.0000000,455
02/02/17,19:47:00,60171.0000000,60171.0000000,60161.0000000,60165.0000000,939
02/02/17,19:48:00,60168.0000000,60171.0000000,60166.0000000,60171.0000000,547
02/02/17,19:49:00,60170.0000000,60180.0000000,60168.0000000,60176.0000000,218
02/02/17,19:50:00,60175.0000000,60184.0000000,60175.0000000,60183.0000000,446
02/02/17,19:51:00,60184.0000000,60193.0000000,60177.0000000,60189.0000000,937
02/02/17,19:52:00,60190.0000000,60195.0000000,60186.0000000,60189.0000000,645
02/02/17,19:53:00,60185.0000000,60189.0000000,60183.0000000,60189.0000000,160
02/02/17,19:54:00,60189.0000000,60207.0000000,60189.0000000,60197.0000000,1743
02/02/17,19:55:00,60198.0000000,60202.0000000,60190.0000000,60193.0000000,352
